date,year,month,day,icpiu,iip,ru3
2008-02-01,2008,2,1,212.687,101.7673,4.9
2008-03-01,2008,3,1,213.448,101.3986,5.1
2008-04-01,2008,4,1,213.942,100.7238,5.0
2008-05-01,2008,5,1,215.208,100.1399,5.4
2008-06-01,2008,6,1,217.463,99.9141,5.6
2008-07-01,2008,7,1,219.016,99.4943,5.8
2008-08-01,2008,8,1,218.690,97.9367,6.1
2008-09-01,2008,9,1,218.877,93.6585,6.1
2008-10-01,2008,10,1,216.995,94.5845,6.5
2008-11-01,2008,11,1,213.153,93.3455,6.8
2008-12-01,2008,12,1,211.398,90.7183,7.3
2009-01-01,2009,1,1,211.933,88.4683,7.8
2009-02-01,2009,2,1,212.705,87.936,8.3
2009-03-01,2009,3,1,212.495,86.5503,8.7
2009-04-01,2009,4,1,212.709,85.8598,9.0
2009-05-01,2009,5,1,213.022,84.9991,9.4
2009-06-01,2009,6,1,214.790,84.7277,9.5
2009-07-01,2009,7,1,214.726,85.7091,9.5
2009-08-01,2009,8,1,215.445,86.6333,9.6
2009-09-01,2009,9,1,215.861,87.3615,9.8
2009-10-01,2009,10,1,216.509,87.5488,10.0
2009-11-01,2009,11,1,217.234,87.9144,9.9
2009-12-01,2009,12,1,217.347,88.2318,9.9
2010-01-01,2010,1,1,217.488,89.1936,9.8
2010-02-01,2010,2,1,217.281,89.5089,9.8
2010-03-01,2010,3,1,217.353,90.1449,9.9
2010-04-01,2010,4,1,217.403,90.474,9.9
2010-05-01,2010,5,1,217.290,91.7131,9.6
2010-06-01,2010,6,1,217.199,91.9287,9.4
2010-07-01,2010,7,1,217.605,92.2737,9.4
2010-08-01,2010,8,1,217.923,92.615,9.5
2010-09-01,2010,9,1,218.275,92.8668,9.5
2010-10-01,2010,10,1,219.035,92.6138,9.4
2010-11-01,2010,11,1,219.590,92.6772,9.8
2010-12-01,2010,12,1,220.472,93.5741,9.3
2011-01-01,2011,1,1,221.187,93.3793,9.1
2011-02-01,2011,2,1,221.898,93.0051,9.0
2011-03-01,2011,3,1,223.046,93.978,9.0
2011-04-01,2011,4,1,224.093,93.6525,9.1
2011-05-01,2011,5,1,224.806,93.7878,9.0
2011-06-01,2011,6,1,224.806,94.0378,9.1
2011-07-01,2011,7,1,225.395,94.5146,9.0
2011-08-01,2011,8,1,226.106,95.1263,9.0
2011-09-01,2011,9,1,226.597,95.0732,9.0
2011-10-01,2011,10,1,226.750,95.7291,8.8
2011-11-01,2011,11,1,227.169,95.7455,8.6
2011-12-01,2011,12,1,227.223,96.2147,8.5
2012-01-01,2012,1,1,227.842,96.8051,8.3
2012-02-01,2012,2,1,228.329,97.1033,8.3
2012-03-01,2012,3,1,228.807,96.5973,8.2
2012-04-01,2012,4,1,229.187,97.3006,8.2
2012-05-01,2012,5,1,228.713,97.5046,8.2
2012-06-01,2012,6,1,228.524,97.4903,8.2
2012-07-01,2012,7,1,228.590,97.7234,8.2
2012-08-01,2012,8,1,229.918,97.313,8.1
2012-09-01,2012,9,1,231.015,97.2405,7.8
2012-10-01,2012,10,1,231.638,97.561,7.8
2012-11-01,2012,11,1,231.249,97.9589,7.7
2012-12-01,2012,12,1,231.221,98.2061,7.9
2013-01-01,2013,1,1,231.679,98.199,8.0
2013-02-01,2013,2,1,232.937,98.6835,7.7
2013-03-01,2013,3,1,232.282,99.0994,7.5
2013-04-01,2013,4,1,231.797,98.9898,7.6
2013-05-01,2013,5,1,231.893,99.0782,7.5
2013-06-01,2013,6,1,232.445,99.2141,7.5
2013-07-01,2013,7,1,232.900,98.9132,7.3
2013-08-01,2013,8,1,233.456,99.4891,7.2
2013-09-01,2013,9,1,233.544,100.0172,7.2
2013-10-01,2013,10,1,233.669,99.9038,7.2
2013-11-01,2013,11,1,234.100,100.1479,6.9
2013-12-01,2013,12,1,234.719,100.3576,6.7
2014-01-01,2014,1,1,235.288,99.9828,6.6
2014-02-01,2014,2,1,235.547,100.7485,6.7
2014-03-01,2014,3,1,236.028,101.7391,6.7
2014-04-01,2014,4,1,236.468,101.8023,6.2
2014-05-01,2014,5,1,236.918,102.2116,6.3
2014-06-01,2014,6,1,237.231,102.5637,6.1
2014-07-01,2014,7,1,237.498,102.8425,6.2
2014-08-01,2014,8,1,237.460,102.6499,6.1
2014-09-01,2014,9,1,237.477,102.9647,5.9
2014-10-01,2014,10,1,237.430,102.9704,5.7
2014-11-01,2014,11,1,236.983,103.6017,5.8
2014-12-01,2014,12,1,236.252,103.592,5.6
2015-01-01,2015,1,1,234.747,102.798,5.7
2015-02-01,2015,2,1,235.342,102.1554,5.5
2015-03-01,2015,3,1,235.976,101.8077,5.4
2015-04-01,2015,4,1,236.222,101.2285,5.4
2015-05-01,2015,5,1,237.001,100.7536,5.6
2015-06-01,2015,6,1,237.657,100.4529,5.3
2015-07-01,2015,7,1,238.034,101.11,5.2
2015-08-01,2015,8,1,238.033,100.8802,5.1
2015-09-01,2015,9,1,237.498,100.608,5.0
2015-10-01,2015,10,1,237.733,100.151,5.0
2015-11-01,2015,11,1,238.017,99.3817,5.1
2015-12-01,2015,12,1,237.761,98.8572,5.0
2016-01-01,2016,1,1,237.652,99.4086,4.8
2016-02-01,2016,2,1,237.336,98.8946,4.9
2016-03-01,2016,3,1,238.080,98.1385,5.0
2016-04-01,2016,4,1,238.992,98.4364,5.1
2016-05-01,2016,5,1,239.557,98.2096,4.8
2016-06-01,2016,6,1,240.222,98.6766,4.9
2016-07-01,2016,7,1,240.101,98.8371,4.8
2016-08-01,2016,8,1,240.545,98.7302,4.9
2016-09-01,2016,9,1,241.176,98.6287,5.0
2016-10-01,2016,10,1,241.741,98.7126,4.9
2016-11-01,2016,11,1,242.026,98.3004,4.7
2016-12-01,2016,12,1,242.637,98.9063,4.7
2017-01-01,2017,1,1,243.618,98.7349,4.7
2017-02-01,2017,2,1,244.006,98.4178,4.6
2017-03-01,2017,3,1,243.892,99.0726,4.4
2017-04-01,2017,4,1,244.193,100.0545,4.4
2017-05-01,2017,5,1,244.004,100.139,4.4
2017-06-01,2017,6,1,244.163,100.3148,4.3
2017-07-01,2017,7,1,244.243,100.1418,4.3
2017-08-01,2017,8,1,245.183,99.6878,4.4
2017-09-01,2017,9,1,246.435,99.7829,4.3
2017-10-01,2017,10,1,246.626,101.0401,4.2
2017-11-01,2017,11,1,247.284,101.226,4.2
2017-12-01,2017,12,1,247.805,101.3878,4.1
2018-01-01,2018,1,1,248.743,101.345,4.0
2018-02-01,2018,2,1,249.439,101.7068,4.1
2018-03-01,2018,3,1,249.581,102.2785,4.0
2018-04-01,2018,4,1,250.146,103.434,4.0
2018-05-01,2018,5,1,250.779,102.4735,3.8
2018-06-01,2018,6,1,251.118,103.2508,4.0
2018-07-01,2018,7,1,251.323,103.4588,3.8
2018-08-01,2018,8,1,251.749,104.1802,3.8
2018-09-01,2018,9,1,252.239,104.1665,3.7
2018-10-01,2018,10,1,252.862,104.0476,3.8
2018-11-01,2018,11,1,252.657,103.9603,3.8
2018-12-01,2018,12,1,252.551,103.869,3.9
2019-01-01,2019,1,1,252.470,103.2684,4.0
2019-02-01,2019,2,1,253.135,102.8157,3.8
2019-03-01,2019,3,1,254.273,102.9,3.8
2019-04-01,2019,4,1,255.163,102.3826,3.6
2019-05-01,2019,5,1,255.325,102.5756,3.6
2019-06-01,2019,6,1,255.361,102.5928,3.6
2019-07-01,2019,7,1,255.900,102.2012,3.7
2019-08-01,2019,8,1,256.179,102.9086,3.7
2019-09-01,2019,9,1,256.596,102.579,3.5
2019-10-01,2019,10,1,257.305,101.7775,3.6
2019-11-01,2019,11,1,257.788,102.0979,3.6
2019-12-01,2019,12,1,258.263,101.7632,3.6
2020-01-01,2020,1,1,258.682,101.303,3.5
2020-02-01,2020,2,1,259.007,101.7038,3.5
2020-03-01,2020,3,1,258.165,97.8746,4.4
2020-04-01,2020,4,1,256.094,84.959,14.7
2020-05-01,2020,5,1,255.944,86.3345,13.2
2020-06-01,2020,6,1,257.217,91.7523,11.0
2020-07-01,2020,7,1,258.543,95.2439,10.2
2020-08-01,2020,8,1,259.580,96.1173,8.4
2020-09-01,2020,9,1,260.190,96.0711,7.9
2020-10-01,2020,10,1,260.352,96.825,6.9
2020-11-01,2020,11,1,260.721,97.1183,6.7
2020-12-01,2020,12,1,261.564,98.138,6.7
2021-01-01,2021,1,1,262.200,99.2645,6.4
2021-02-01,2021,2,1,263.346,96.2231,6.2
2021-03-01,2021,3,1,265.028,98.8621,6.0
2021-04-01,2021,4,1,266.727,99.0246,6.0
2021-05-01,2021,5,1,268.599,99.7785,5.8
2021-06-01,2021,6,1,270.955,100.1923,5.9
2021-07-01,2021,7,1,272.184,100.8724,5.4
2021-08-01,2021,8,1,273.092,100.837,5.2
2021-09-01,2021,9,1,274.214,99.8498,4.7
2021-10-01,2021,10,1,276.590,101.3602,4.6
2021-11-01,2021,11,1,278.524,101.961,4.2
2021-12-01,2021,12,1,280.126,101.7587,3.9
2022-01-01,2022,1,1,281.933,102.146,4.0
2022-02-01,2022,2,1,284.182,102.9981,3.8
2022-03-01,2022,3,1,287.708,103.7286,3.6
2022-04-01,2022,4,1,288.663,104.5224,3.6
2022-05-01,2022,5,1,291.474,104.5729,3.6
2022-06-01,2022,6,1,295.328,104.3648,3.6
